Condition,Price,Location,Time,Model,Year,Category
REUSE,500,PhnomPenh,03-May-23,KTM Enduro 600 LC 4 (reduced effect),1990,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM Enduro 600 LC 4 (reduced effect),1991,Cross / motocross
REUSE,330,Takeo,02-May-23,KTM Enduro 600 LC 4 (reduced effect),1992,Unspecified category
REUSE,420,PhnomPenh,01-May-23,KTM Enduro 600 LC 4 Competition,1991,Unspecified category
REUSE,680,Battambang,30-Apr-23,KTM Enduro 600 LC 4 Competition,1992,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,KTM Enduro 600 Rallye,1989,Unspecified category
REUSE,1580,SiemReab,25-Apr-23,KTM Enduro 600 Rallye (reduced effect),1989,Unspecified category
New,650,PhnomPenh,20-Apr-23,KTM Freeride 250 F,2018,Enduro / offroad
New,1200,PhnomPenh,20-Apr-23,KTM Freeride 250 F,2019,Enduro / offroad
REUSE,1580,PhnomPenh,08-Apr-23,KTM Freeride 250 F,2020,Enduro / offroad
REUSE,400,PhnomPenh,03-Apr-23,KTM Freeride 250 R,2014,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM Freeride 250 R,2015,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,KTM Freeride 250 R,2016,Enduro / offroad
REUSE,250,PhnomPenh,20-Mar-23,KTM Freeride 250 R,2017,Enduro / offroad
REUSE,1400,SiemReab,14-Mar-23,KTM Freeride 350,2012,Enduro / offroad
REUSE,750,PhnomPenh,13-Mar-23,KTM Freeride 350,2013,Enduro / offroad
REUSE,550,PhnomPenh,12-Mar-23,KTM Freeride 350,2014,Enduro / offroad
New,1280,PhnomPenh,10-Mar-23,KTM Freeride 350,2015,Enduro / offroad
REUSE,750,BateayMeanChey,09-Mar-23,KTM Freeride 350,2016,Enduro / offroad
REUSE,1000,PhnomPenh,03-Mar-23,KTM Freeride 350,2017,Enduro / offroad
REUSE,690,PhnomPenh,18-Feb-23,KTM Freeride E,2012,Enduro / offroad
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E,2013,Enduro / offroad
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E,2014,Enduro / offroad
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SM,2015,Super motard
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SM,2016,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SM,2017,Super motard
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SX,2015,Cross / motocross
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SX,2016,Cross / motocross
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-SX,2017,Cross / motocross
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Freeride E-XC,2015,Enduro / offroad
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Freeride E-XC,2016,Enduro / offroad
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Freeride E-XC,2017,Enduro / offroad
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Freeride E-XC,2018,Enduro / offroad
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Freeride E-XC,2019,Enduro / offroad
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM Freeride E-XC,2022,Enduro / offroad
REUSE,320,KampangCham,09-May-23,KTM GS 620 Duke,1996,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,KTM Incas 600 LC 4,1989,Unspecified category
REUSE,830,PhnomPenh,06-May-23,KTM Incas 600 LC 4,1990,Unspecified category
REUSE,1299,PhnomPenh,06-May-23,KTM Incas 600 LC 4 (reduced effect),1989,Trial
REUSE,500,PhnomPenh,03-May-23,KTM Incas 600 LC 4 (reduced effect),1990,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,KTM LC2 125,1999,Enduro / offroad
REUSE,330,Takeo,02-May-23,KTM LC4 620 Super Competition,2001,Enduro / offroad
REUSE,420,PhnomPenh,01-May-23,KTM LC4 620 Supermoto,2001,Super motard
REUSE,680,Battambang,30-Apr-23,KTM LC4 640 Enduro,1999,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,KTM LC4 640 Supermoto,1999,Super motard
REUSE,1580,SiemReab,25-Apr-23,KTM LC4 Adventure 640,2001,Enduro / offroad
New,650,PhnomPenh,20-Apr-23,KTM LC4 EGS,1997,Enduro / offroad
New,1200,PhnomPenh,20-Apr-23,KTM LC4 EGS-E,1997,Enduro / offroad
REUSE,1580,PhnomPenh,08-Apr-23,KTM LC4 LSE,1997,Enduro / offroad
REUSE,400,PhnomPenh,03-Apr-23,KTM LC4-E 400,1999,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,KTM LC4-E 640 Enduro,2001,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,KTM LC4-E 640 Supermoto,2001,Super motard
REUSE,250,PhnomPenh,20-Mar-23,KTM Mirabell,1956,Scooter
REUSE,1400,SiemReab,14-Mar-23,KTM Mirabell,1957,Scooter
REUSE,750,PhnomPenh,13-Mar-23,KTM Mirabell,1958,Scooter
REUSE,550,PhnomPenh,12-Mar-23,KTM Mirabell,1959,Scooter
New,1280,PhnomPenh,10-Mar-23,KTM Mirabell,1960,Scooter
REUSE,750,BateayMeanChey,09-Mar-23,KTM Mirabell 125,1956,Scooter
REUSE,1000,PhnomPenh,03-Mar-23,KTM Mirabell 125,1957,Scooter
REUSE,690,PhnomPenh,18-Feb-23,KTM Mirabell 125,1958,Scooter
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Mirabell 125,1959,Scooter
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Mirabell 125,1960,Scooter
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Prestige,2006,Super motard
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2014,Sport
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2015,Sport
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2016,Sport
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2017,Sport
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2018,Sport
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM RC 125,2019,Sport
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM RC 125,2020,Sport
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM RC 125,2022,Sport
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM RC 200,2014,Sport
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM RC 200,2015,Sport
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM RC 200,2016,Sport
REUSE,320,KampangCham,09-May-23,KTM RC 200,2017,Sport
REUSE,450,PhnomPenh,08-May-23,KTM RC 200,2018,Sport
REUSE,830,PhnomPenh,06-May-23,KTM RC 200,2019,Sport
REUSE,1299,PhnomPenh,06-May-23,KTM RC 250,2016,Sport
REUSE,500,PhnomPenh,03-May-23,KTM RC 250,2017,Sport
REUSE,480,PhnomPenh,02-May-23,KTM RC 250,2018,Sport
REUSE,330,Takeo,02-May-23,KTM RC 250,2019,Sport
REUSE,420,PhnomPenh,01-May-23,KTM RC 250 R,2013,Cross / motocross
REUSE,680,Battambang,30-Apr-23,KTM RC 250 R,2015,Cross / motocross
REUSE,750,PhnomPenh,27-Apr-23,KTM RC 250 R,2016,Sport
REUSE,1580,SiemReab,25-Apr-23,KTM RC 390,2014,Sport
New,650,PhnomPenh,20-Apr-23,KTM RC 390,2015,Sport
New,1200,PhnomPenh,20-Apr-23,KTM RC 390,2016,Sport
REUSE,1580,PhnomPenh,08-Apr-23,KTM RC 390,2017,Sport
REUSE,400,PhnomPenh,03-Apr-23,KTM RC 390,2018,Sport
REUSE,1800,Kandal,21-Mar-23,KTM RC 390,2019,Sport
New,1200,PhnomPenh,20-Mar-23,KTM RC 390,2020,Sport
REUSE,250,PhnomPenh,20-Mar-23,KTM RC 390,2022,Sport
REUSE,1400,SiemReab,14-Mar-23,KTM RC 390 R,2019,Sport
REUSE,750,PhnomPenh,13-Mar-23,KTM RC 8C,2022,Sport
REUSE,550,PhnomPenh,12-Mar-23,KTM RC16,2017,Prototype / concept model
New,1280,PhnomPenh,10-Mar-23,KTM RC16,2018,Sport
REUSE,750,BateayMeanChey,09-Mar-23,KTM RC16,2019,Sport
REUSE,1000,PhnomPenh,03-Mar-23,KTM SX 125,1999,Enduro / offroad
REUSE,690,PhnomPenh,18-Feb-23,KTM SX-E 5,2019,"Minibike, cross"
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM SX-E 5,2020,Sport
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM SX-E 5,2021,Sport
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM SX-E 5,2022,Sport
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM SXR 50,1995,"Minibike, sport"
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Sting 125,1997,Super motard
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Sting 125,1998,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Sting 125,1999,Super motard
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM Supermoto 125,2000,Super motard
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,KTM XC 600 E Enduro Sport,1984,Unspecified category
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM XC 600 E Enduro Sport,1985,Unspecified category
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM XC 600 E Enduro Sport,1986,Unspecified category
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM XC 600 Enduro Sport,1984,Unspecified category
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM XC 600 Enduro Sport,1985,Unspecified category
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,KTM XC 600 Enduro Sport,1986,Naked bike
REUSE,320,KampangCham,09-May-23,Kabirdass K100LA,2011,Scooter
REUSE,450,PhnomPenh,08-May-23,Kabirdass K101LA,2011,Scooter
REUSE,830,PhnomPenh,06-May-23,Kabirdass K102LA,2011,Scooter
REUSE,1299,PhnomPenh,06-May-23,Kabirdass K103LA,2011,Scooter
REUSE,500,PhnomPenh,03-May-23,Kangda Qingqi QM 125 GY,2003,Enduro / offroad
REUSE,480,PhnomPenh,02-May-23,Kangda ZS 125-II,2003,Naked bike
REUSE,330,Takeo,02-May-23,Kangda ZS 125-II TT,2003,Naked bike
REUSE,420,PhnomPenh,01-May-23,Kanuni Seyhan 250 C,2004,Allround
REUSE,680,Battambang,30-Apr-23,Kasinski CRZ 150,2012,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,Kasinski CRZ 150 SM,2012,Super motard
REUSE,1580,SiemReab,25-Apr-23,Kasinski Comet  250 EFI,2010,Naked bike
New,650,PhnomPenh,20-Apr-23,Kasinski Comet 150,2012,Allround
New,1200,PhnomPenh,20-Apr-23,Kasinski Comet GTR 250 EFI,2010,Sport
REUSE,1580,PhnomPenh,08-Apr-23,Kasinski Comet GTR 650 EFI,2010,Sport
REUSE,400,PhnomPenh,03-Apr-23,Kasinski Mirage 150,2010,Custom / cruiser
REUSE,1800,Kandal,21-Mar-23,Kasinski Mirage 250 EFI,2010,Custom / cruiser
New,1200,PhnomPenh,20-Mar-23,Kasinski Mirage 650,2010,Custom / cruiser
REUSE,250,PhnomPenh,20-Mar-23,Kasinski Prima 150,2012,Scooter
REUSE,1400,SiemReab,14-Mar-23,Kasinski Prima Electric,2012,Scooter
REUSE,750,PhnomPenh,13-Mar-23,Kasinski Soft 50,2012,Scooter
REUSE,550,PhnomPenh,12-Mar-23,Kasinski Win 110,2010,Scooter
New,1280,PhnomPenh,10-Mar-23,Kawasaki 100 G 7 T,1973,Cross / motocross
REUSE,750,BateayMeanChey,09-Mar-23,Kawasaki 100 G 7 T,1974,Enduro / offroad
REUSE,1000,PhnomPenh,03-Mar-23,Kawasaki 100 G4TR,1972,Enduro / offroad
REUSE,690,PhnomPenh,18-Feb-23,Kawasaki 100 G5,1973,Enduro / offroad
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1000 GTR,1990,Sport touring
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1000 GTR,1991,Naked bike
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1000 GTR,1992,Touring
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 125 F 6,1972,Enduro / offroad
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 125 KS,1974,Enduro / offroad
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1400 GTR,2008,Sport touring
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1400 GTR,2009,Sport touring
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1400 GTR,2010,Sport touring
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 1400 GTR,2011,Sport touring
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 1400 GTR,2012,Sport touring
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 1400 GTR,2013,Sport touring
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 1400 GTR,2014,Sport touring
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 1400 GTR,2015,Sport touring
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 1400 GTR,2016,Sport touring
REUSE,320,KampangCham,09-May-23,Kawasaki 1400 GTR,2017,Sport touring
REUSE,450,PhnomPenh,08-May-23,Kawasaki 1400 GTR Grand Tourer,2011,Touring
REUSE,830,PhnomPenh,06-May-23,Kawasaki 1400 GTR Grand Tourer,2017,Sport touring
REUSE,1299,PhnomPenh,06-May-23,Kawasaki 1400GTR Grand Tourer,2012,Sport touring
REUSE,500,PhnomPenh,03-May-23,Kawasaki 1400GTR Grand Tourer,2013,Sport touring
REUSE,480,PhnomPenh,02-May-23,Kawasaki 1400GTR Grand Tourer,2014,Sport touring
REUSE,330,Takeo,02-May-23,Kawasaki 250 F 11,1972,Classic
REUSE,420,PhnomPenh,01-May-23,Kawasaki 250 F 11,1973,Trial
REUSE,680,Battambang,30-Apr-23,Kawasaki 250 F 11,1974,Enduro / offroad
REUSE,750,PhnomPenh,27-Apr-23,Kawasaki 250 S 1 Mach I,1972,Classic
REUSE,1580,SiemReab,25-Apr-23,Kawasaki 250 S 1 Mach I,1973,Naked bike
New,650,PhnomPenh,20-Apr-23,Kawasaki 250 S 1 Mach I,1974,Sport
New,1200,PhnomPenh,20-Apr-23,Kawasaki 250 TR,2012,Enduro / offroad
REUSE,1580,PhnomPenh,08-Apr-23,Kawasaki 250TR,2011,Enduro / offroad
REUSE,400,PhnomPenh,03-Apr-23,Kawasaki 250TR,2013,Enduro / offroad
REUSE,1800,Kandal,21-Mar-23,Kawasaki 250TR,2014,Enduro / offroad
New,1200,PhnomPenh,20-Mar-23,Kawasaki 350 F 9,1972,Classic
REUSE,250,PhnomPenh,20-Mar-23,Kawasaki 350 F 9,1973,Enduro / offroad
REUSE,1400,SiemReab,14-Mar-23,Kawasaki 350 S 2 Mach II,1971,Sport
REUSE,750,PhnomPenh,13-Mar-23,Kawasaki 350 S 2 Mach II,1972,Classic
REUSE,550,PhnomPenh,12-Mar-23,Kawasaki 350 S 2 Mach II,1973,Allround
New,1280,PhnomPenh,10-Mar-23,Kawasaki 400 S 3 Mach II,1974,Sport
REUSE,750,BateayMeanChey,09-Mar-23,Kawasaki 500 H 1 Mach III,1970,Sport
REUSE,1000,PhnomPenh,03-Mar-23,Kawasaki 500 H 1 Mach III,1971,Classic
REUSE,690,PhnomPenh,18-Feb-23,Kawasaki 500 H 1 Mach III,1972,Classic
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 500 H 1 Mach III,1973,Sport
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 500 H 1 Mach III,1974,Sport
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 500 H1,1969,Allround
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 620 Duke,1997,Super motard
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 650 D - 650 SR,1978,Custom / cruiser
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 750 H 2 Mach IV,1972,Sport
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 750 H 2 Mach IV,1973,Classic
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 750 H 2 Mach IV,1974,Classic
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki 900 Z 1 Super 4,1972,Sport touring
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 900 Z 1 Super 4,1973,Classic
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki 900 Z 1 Super 4,1974,Classic
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki A1 Samurai,1967,Allround
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki A1 Samurai,1968,Allround
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki A1 Samurai,1969,Allround
REUSE,320,KampangCham,09-May-23,Kawasaki A1 Samurai,1970,Enduro / offroad
REUSE,450,PhnomPenh,08-May-23,Kawasaki A1 Samurai,1971,Allround
REUSE,830,PhnomPenh,06-May-23,Kawasaki A7 Avenger,1967,Naked bike
REUSE,1299,PhnomPenh,06-May-23,Kawasaki A7 Avenger,1968,Naked bike
REUSE,500,PhnomPenh,03-May-23,Kawasaki A7 Avenger,1969,Naked bike
REUSE,480,PhnomPenh,02-May-23,Kawasaki A7 Avenger,1970,Sport
REUSE,330,Takeo,02-May-23,Kawasaki A7 Avenger,1971,Sport touring
REUSE,420,PhnomPenh,01-May-23,Kawasaki Athlete PRO,2017,Allround
REUSE,680,Battambang,30-Apr-23,Kawasaki Bayou 250,2009,ATV
REUSE,750,PhnomPenh,27-Apr-23,Kawasaki Bayou 250,2010,ATV
REUSE,1580,SiemReab,25-Apr-23,Kawasaki Bayou 250,2011,ATV
New,650,PhnomPenh,20-Apr-23,Kawasaki Bayou 250,2012,ATV
New,1200,PhnomPenh,20-Apr-23,Kawasaki Brute Force  300,2014,ATV
REUSE,1580,PhnomPenh,08-Apr-23,Kawasaki Brute Force  300,2015,ATV
REUSE,400,PhnomPenh,03-Apr-23,Kawasaki Brute Force  750 4x4i,2014,ATV
REUSE,1800,Kandal,21-Mar-23,Kawasaki Brute Force  750 4x4i,2015,ATV
New,1200,PhnomPenh,20-Mar-23,Kawasaki Brute Force  750 4x4i,2016,ATV
REUSE,250,PhnomPenh,20-Mar-23,Kawasaki Brute Force  750 4x4i EPS,2014,ATV
REUSE,1400,SiemReab,14-Mar-23,Kawasaki Brute Force  750 4x4i EPS,2015,ATV
REUSE,750,PhnomPenh,13-Mar-23,Kawasaki Brute Force  750 4x4i EPS,2018,ATV
REUSE,550,PhnomPenh,12-Mar-23,Kawasaki Brute Force  750 4x4i EPS,2019,ATV
New,1280,PhnomPenh,10-Mar-23,Kawasaki Brute Force  750 4x4i EPS Camo,2014,ATV
REUSE,750,BateayMeanChey,09-Mar-23,Kawasaki Brute Force  750 4x4i EPS Camo,2015,ATV
REUSE,1000,PhnomPenh,03-Mar-23,Kawasaki Brute Force  750 4x4i EPS Camo,2016,ATV
REUSE,690,PhnomPenh,18-Feb-23,Kawasaki Brute Force  750 4x4i EPS Camo,2017,ATV
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force  750 4x4i EPS Camo,2018,ATV
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force  750 4x4i EPS Camo,2019,ATV
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2012,ATV
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2013,ATV
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2016,ATV
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2017,ATV
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2018,ATV
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2020,ATV
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 300,2021,ATV
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki Brute Force 300,2022,ATV
REUSE,750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki Brute Force 650 4x4,2009,ATV
REUSE,490,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki Brute Force 650 4x4,2010,ATV
REUSE,230,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki Brute Force 650 4x4,2011,ATV
REUSE,1750,PhnomPenh,áž˜áŸ’ážŸáž·áž›áž˜áž·áž‰,Kawasaki Brute Force 650 4x4,2012,ATV
REUSE,320,KampangCham,09-May-23,Kawasaki Brute Force 650 4x4,2013,ATV
REUSE,450,PhnomPenh,08-May-23,Kawasaki Brute Force 650 4x4 Camo,2009,ATV
REUSE,830,PhnomPenh,06-May-23,Kawasaki Brute Force 650 4x4i,2009,ATV
REUSE,1299,PhnomPenh,06-May-23,Kawasaki Brute Force 650 4x4i,2011,ATV
REUSE,500,PhnomPenh,03-May-23,Kawasaki Brute Force 650 4x4i,2012,ATV
REUSE,480,PhnomPenh,02-May-23,Kawasaki Brute Force 650 4x4i,2013,ATV
REUSE,330,Takeo,02-May-23,Kawasaki Brute Force 650 4x4i,2016,ATV
REUSE,420,PhnomPenh,01-May-23,Kawasaki Brute Force 650 4x4i,2017,ATV
REUSE,680,Battambang,30-Apr-23,Kawasaki Brute Force 650 4x4i Camo,2009,ATV
REUSE,750,PhnomPenh,27-Apr-23,Kawasaki Brute Force 750 4x4i,2009,ATV
REUSE,1580,SiemReab,25-Apr-23,Kawasaki Brute Force 750 4x4i,2010,ATV
New,650,PhnomPenh,20-Apr-23,Kawasaki Brute Force 750 4x4i,2011,ATV
New,1200,PhnomPenh,20-Apr-23,Kawasaki Brute Force 750 4x4i,2012,ATV
REUSE,1580,PhnomPenh,08-Apr-23,Kawasaki Brute Force 750 4x4i,2013,ATV
REUSE,400,PhnomPenh,03-Apr-23,Kawasaki Brute Force 750 4x4i,2018,ATV
REUSE,1800,Kandal,21-Mar-23,Kawasaki Brute Force 750 4x4i,2019,ATV
New,1200,PhnomPenh,20-Mar-23,Kawasaki Brute Force 750 4x4i,2022,ATV
REUSE,250,PhnomPenh,20-Mar-23,Kawasaki Brute Force 750 4x4i Camo,2009,ATV
REUSE,1400,SiemReab,14-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2012,ATV
REUSE,750,PhnomPenh,13-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2013,ATV
REUSE,550,PhnomPenh,12-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2016,ATV
New,1280,PhnomPenh,10-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2017,ATV
REUSE,750,BateayMeanChey,09-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2020,ATV
REUSE,1000,PhnomPenh,03-Mar-23,Kawasaki Brute Force 750 4x4i EPS,2021,ATV
REUSE,690,PhnomPenh,18-Feb-23,Kawasaki Brute Force 750 4x4i EPS Camo,2012,ATV
REUSE,160,PhnomPenh,7 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 750 4x4i EPS Camo,2013,ATV
REUSE,688,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 750 4x4i EPS Camo,2020,ATV
REUSE,780,PhnomPenh,8 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Brute Force 750 NRA Outdoors,2009,ATV
New,750,PhnomPenh,14 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki CSR 1000,1982,Custom / cruiser
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Concours,2005,Touring
REUSE,590,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Concours,2006,Sport touring
New,650,PhnomPenh,15 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Concours  14 ABS,2014,Sport touring
New,490,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Concours  14 ABS,2015,Sport touring
New,690,PhnomPenh,16 áž˜áŸ‰áŸ„áž„áž˜áž»áž“,Kawasaki Concours  14 ABS,2016,Sport touring
