JobTitle,CompanyName,Category,Salary,JobType,JobFunction,PositionLevel,WorkingDay,WorkingHour,Location,DetailLocation,WorkingExperience,Qualification,Age
Purchasing Officer,Angkor Hospital for Children,Health / Medical Care / Pharmaceutical,Negotiable,Full Time,Purchasing/Material Mgmt,Non-Executive,,,Siem Reap,"Tep Vong Road & Umchhay Street, Svay Dangkum, Siem Reap province-district, PO Box 50, Siem Reap, Kingdom of Cambodia, Siem Reap",No preference,Bachelor's Degree,18 - 50
Programmer,Fiplus (Khmer) Software Development,Information Technology / Digital,< $200 USD,Full Time,IT-Software,Junior Executive,,,Phnom Penh,"#136, St5, Sangkat Toul Sangke, Khan Russey Keo, Phnom Penh, Cambodia, Phnom Penh",No preference,Bachelor's Degree,18 - 50
IT,New World School,Education / Training,Negotiable,Full Time,IT-Software,Junior Executive,,,Phnom Penh,"ផ្លូវ វេងស្រេង ភូមិ ត្រពាំងថ្លឹង សង្កាត់ ចោមចៅ ខណ័្ឌ ពោធិ៍សែនជ័យ។, Phnom Penh",No preference,Bachelor's Degree,18 - 50
គ្រូបឋមសិក្សា(ខ្មែរ-អង់គ្លេស),New World School,Education / Training,Negotiable,Full Time,Education,Junior Executive,,,Phnom Penh,"ផ្លូវ វេងស្រេង ភូមិ ត្រពាំងថ្លឹង សង្កាត់ ចោមចៅ ខណ័្ឌ ពោធិ៍សែនជ័យ។, Phnom Penh",< 2 years,High School or equivalent,18 - 50
Receptionist,New World School,Education / Training,< $200 USD,Full Time,Customer Service,Non-Executive,,,Phnom Penh,"ផ្លូវ វេងស្រេង ភូមិ ត្រពាំងថ្លឹង សង្កាត់ ចោមចៅ ខណ័្ឌ ពោធិ៍សែនជ័យ។, Phnom Penh",< 2 years,Associate Degree,18 - 50
Accounting,New World School,Education / Training,Negotiable,Full Time,General/Cost Accounting,Non-Executive,,,Phnom Penh,"ផ្លូវ វេងស្រេង ភូមិ ត្រពាំងថ្លឹង សង្កាត់ ចោមចៅ ខណ័្ឌ ពោធិ៍សែនជ័យ។, Phnom Penh",No preference,Bachelor's Degree,18 - 50
Sales and Sales Executive (Internet Service),"WiCAM Corporation, Ltd",Telecommunication,Negotiable,Full Time,Retail Sales/General,Non-Executive,,,Phnom Penh,"#113, St 271, Sangkat Boeung Salang, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",No preference,Bachelor's Degree,23 - 50
Technical Support Manager,"WiCAM Corporation, Ltd",Telecommunication,Negotiable,Full Time,Top Management,Senior Manager,,,Phnom Penh,"#113, St 271, Sangkat Boeung Salang, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
NOC Manager,"WiCAM Corporation, Ltd",Telecommunication,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"#113, St 271, Sangkat Boeung Salang, Khan Toul Kork, Phnom Penh, Cambodia., Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Production Shift Supervisor,CROWN Beverage Cans Sihanoukville Limited,Manufacturing / Production,Negotiable,Full Time,Top Management,Non-Executive,,,Preah Sihanouk,"National No. 4, Phum No. 1, Sangkat No. 1, Sihanoukville, Kingdom of Cambodia, Preah Sihanouk",2-5 years,Bachelor's Degree,18 - 50
Technician,CROWN Beverage Cans Sihanoukville Limited,Manufacturing / Production,Negotiable,Full Time,Maintenance,Non-Executive,,,Preah Sihanouk,"National No. 4, Phum No. 1, Sangkat No. 1, Sihanoukville, Kingdom of Cambodia, Preah Sihanouk",2-5 years,Bachelor's Degree,18 - 50
Machinist,CROWN Beverage Cans Sihanoukville Limited,Manufacturing / Production,Negotiable,Full Time,Manufacturing,Non-Executive,,,Preah Sihanouk,"National No. 4, Phum No. 1, Sangkat No. 1, Sihanoukville, Kingdom of Cambodia, Preah Sihanouk",2-5 years,Bachelor's Degree,18 - 50
OPERATION MANAGER (URGENT),"GO-Xpress Co.,Ltd",General Business,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"Borey Piphup Thmey, #113, St. 1003, Phnom Penh Thmey, Sen Sok, Phnom Penh, Cambodia, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
MARKETING MANAGER (URGENT),"GO-Xpress Co.,Ltd",General Business,Negotiable,Full Time,Top Management,Junior Executive,,,Phnom Penh,"Borey Piphup Thmey, #113, St. 1003, Phnom Penh Thmey, Sen Sok, Phnom Penh, Cambodia, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Site Manager,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Other Engineering,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Site Engineer,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Other Engineering,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Graphic Designer,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,IT-Software,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Senior Sales Admin Supervisor,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Top Management,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Warehouse Manager,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Logistics/Supply Chain,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
HR Assistant,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Secretarial,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Admin Assistant,"CCW - Construction Chemicals World Co., Ltd",Construction / Building / Architecture,Negotiable,Full Time,Secretarial,Junior Executive,,,Phnom Penh,"Time Tower Building, G Floor, #331, St.271, Sangkat Toul Tom Pung2, Khan Chamkamorn, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
ចុងភៅ2នាក់/កូនកាំបិត2នាក់,ភោជនីយដ្ធានបើកថ្មី,Food and Berverage,Negotiable,Full Time,Food/Beverage/Restaurant,Non-Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,Associate Degree,18 - 50
ផ្នែកទីផ្សារ2នាក់,ភោជនីយដ្ធានបើកថ្មី,Food and Berverage,Negotiable,Full Time,Marketing/Business Development,Non-Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
ផ្នែករដ្ធបាលចំនួន​1​ នាក់,ភោជនីយដ្ធានបើកថ្មី,Food and Berverage,Negotiable,Full Time,Clerical/Administrative,Non-Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
ផ្នែកអ្នកដឹកជញ្ចូនចំនួន3នាក់,ភោជនីយដ្ធានបើកថ្មី,Food and Berverage,Negotiable,Full Time,Logistics/Supply Chain,Fresh/Entry Level,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,High School or equivalent,18 - 50
ផ្នែកគណនេយ្យ1នាក់,ភោជនីយដ្ធានបើកថ្មី,Food and Berverage,Negotiable,Full Time,General/Cost Accounting,Non-Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
Driver,"Vichau Co., Ltd",General Business,Negotiable,Full Time,Logistics/Supply Chain,Junior Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Sale Staff,"Vichau Co., Ltd",General Business,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
Accounting & Tax,"Vichau Co., Ltd",General Business,Negotiable,Full Time,General/Cost Accounting,Junior Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Sales Manager,"Vichau Co., Ltd",General Business,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Production/Factory Manager,"Vichau Co., Ltd",General Business,Negotiable,Full Time,Top Management,Senior Executive,,,Phnom Penh,"Phnom Penh, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
អ្នកបើកបរម៉ូតូកង់បី១នាក់,PHALLA HOME,Electrical and Electronics,Negotiable,Full Time,Logistics/Supply Chain,Non-Executive,,,Phnom Penh,"Phall Home, # 305-307 Mao Tsetung BLDV, infront of Intercon Hotel., Phnom Penh",< 2 years,High School or equivalent,18 - 50
IT STAFF (URGENT),"GO-Xpress Co.,Ltd",General Business,Negotiable,Full Time,IT-Software,Non-Executive,,,Phnom Penh,"Borey Piphup Thmey, #113, St. 1003, Phnom Penh Thmey, Sen Sok, Phnom Penh, Cambodia, Phnom Penh",No preference,Bachelor's Degree,18 - 50
Receptionist / Front Office,MEN's Resort & Spa,Hotel / Resort / Travel,Negotiable,Full Time,Customer Service,Junior Executive,,,Siem Reap,"Siem Reap, Siem Reap",No preference,Bachelor's Degree,18 - 50
1. Corporate Sales Representative:  2 Positions  [Phnom Penh],MG Brothers,Retail / Trading Distribution / Cosumer Products ,Negotiable,Full Time,Sales-Corporate,Fresh/Entry Level,,,Phnom Penh,"#298, St.150, Sangkat Tuk Laak II, Khan Toul Kork, Phnom Penh, Kingdom of Cambodia., Phnom Penh",< 2 years,Bachelor's Degree,18 - 30
"Finance & Treasury Services Manager (1 position, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Corporation Finance/Investment,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
Maintenance,CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Maintenance,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",No preference,Bachelor's Degree,18 - 50
Production,CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Other Engineering,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",No preference,Bachelor's Degree,18 - 50
Quarry,CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,General Work,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",No preference,Bachelor's Degree,18 - 50
"HR; Admin; Finance, IT; Procurement; Sales & Marketing; Internal Audit; Legal",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Human Resource,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",No preference,Bachelor's Degree,18 - 50
"Plant Operator (5positions, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,General Work,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Electrical Maintenance (5 positions, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Maintenance,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Mechanical Maintenance (5 positions, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Maintenance,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Mechanical Engineer (2position, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Mechanical/Automotive Engineer,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Safety Officer (1 position, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Clerical/Administrative,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",5-8 years,Bachelor's Degree,18 - 50
"English Teacher (1 position, base in Kampot)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Education,Non-Executive,,,Kampot,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Finance Office (1 position, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Corporation Finance/Investment,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"HR Officer (2positions, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Human Resource,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Business Coordinator Assistant (1 position, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Secretarial,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Procurement Officer (1 position, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Other Engineering,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",2-5 years,Bachelor's Degree,18 - 50
"Legal & Compliance (Paralegal), (1 position, base in Phnom Penh)",CHIP MONG INSEE CEMENT CORPORATION,Construction / Building / Architecture,Negotiable,Full Time,Law/Legal Service,Non-Executive,,,Phnom Penh,"Anina Building 5th Floor, No.240, Street 271,Phnom Penh,Cambodia, Kampot",No preference,Bachelor's Degree,18 - 50
SALES,LBN GROUP,General Business,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"#03, st118, Sangkat Phsar Thmey I, Khan DounPenh, Phnom Penh, Cambodia, Phnom Penh",No preference,High School or equivalent,18 - 35
MALE SUPERVISOR ($250-$300),"AWJ CAM INVESTMENT Co.,LTD",Food and Berverage,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"AWJ CAM office at # 12 – 14, ST 88, Sras Jok, Doune Penh, Phnom Penh., Phnom Penh",< 2 years,Bachelor's Degree,18 - 28
CASHIER (SALARY RANGE $180 - $220),"AWJ CAM INVESTMENT Co.,LTD",Food and Berverage,Negotiable,Full Time,Customer Service,Non-Executive,,,Phnom Penh,"AWJ CAM office at # 12 – 14, ST 88, Sras Jok, Doune Penh, Phnom Penh., Phnom Penh",< 2 years,Bachelor's Degree,18 - 28
Receptionist,De Castle Royal,Hotel / Resort / Travel,Negotiable,Full Time,Customer Service,Junior Executive,,,Phnom Penh,"#34&36, St 288, Sangkat Boeung Keng Kang I  Khan Chamkarmorn, Phnom Penh, Phnom Penh",No preference,High School or equivalent,18 - 30
Sales staff,BONcollection & Shoes Mall,General Business,Negotiable,Full Time,Retail Sales/General,Junior Executive,,,Phnom Penh,"#186, st.63, BKK1, Phnom Penh",No preference,High School or equivalent,18 - 50
Senior IT,"Toll Free Telecom ( Cambodia ) Co.,Ltd.",Telecommunication,Negotiable,Full Time,IT-Software,Non-Executive,,,Phnom Penh,"NºP-39, St. Platinum, SangkatTomnupTeuk, Khan Chamkarmorn, Phnom Penh., Phnom Penh",No preference,Bachelor's Degree,18 - 50
Accounting Supervisor,"Toll Free Telecom ( Cambodia ) Co.,Ltd.",Telecommunication,Negotiable,Full Time,Top Management,Non-Executive,,,Phnom Penh,"NºP-39, St. Platinum, SangkatTomnupTeuk, Khan Chamkarmorn, Phnom Penh., Phnom Penh",No preference,Bachelor's Degree,18 - 50
Receptionist,Khmer Brewery Limited,Food and Berverage,Negotiable,Full Time,Customer Service,Junior Executive,,,Phnom Penh,"(Commercial Office) No. 19H, Street 271, Sangkat Beong Salang, Khan Tuolkok, Phnom Penh, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Accountant,"IBMS Accounting Services Co., Ltd",Accounting / Audit / Tax Firm,Negotiable,Full Time,General/Cost Accounting,Fresh/Entry Level,,,Phnom Penh,"Building #5Z Street 181 Sangkat Tumnub Toek, Khan Chamkarmon, Phnom Penh., Phnom Penh",< 2 years,Bachelor's Degree,19 - 50
Entertainment News Translator,Sabay Digital Corporation Ltd.,Information Technology / Digital,Negotiable,Full Time,Translator,Junior Executive,,,Phnom Penh,"#308, Preah Monivong Blvd, Sangkat Boeung Raing, Khan Daun Penh, PP., Phnom Penh",< 2 years,Associate Degree,18 - 50
Graphic Designer,Sabay Digital Corporation Ltd.,Information Technology / Digital,Negotiable,Full Time,Arts/Creative Design,Junior Executive,,,Phnom Penh,"#308, Preah Monivong Blvd, Sangkat Boeung Raing, Khan Daun Penh, PP., Phnom Penh",No preference,Associate Degree,18 - 50
អ្នកយកព័ត៌មានសង្គម,Sabay Digital Corporation Ltd.,Information Technology / Digital,Negotiable,Full Time,Journalist/Editors,Non-Executive,,,Phnom Penh,"#308, Preah Monivong Blvd, Sangkat Boeung Raing, Khan Daun Penh, PP., Phnom Penh",No preference,Bachelor's Degree,18 - 50
Accountant,Heritage Apartment,Hotel / Resort / Travel,Negotiable,Full Time,General/Cost Accounting,Fresh/Entry Level,,,Phnom Penh,"Phnom Penh, Phnom Penh",< 2 years,Bachelor's Degree,18 - 50
Documentation Executive,"Union Champion Logistic (Cambodia) Co., Ltd",Logistics / Transportation / Warehouse,Negotiable,Full Time,Logistics/Supply Chain,Fresh/Entry Level,,,Phnom Penh,"Unit 3-AB, 2nd Floor, P.G.C.T Center, St 274, Tonle Basac, Chamkamon, Phnom Penh, Cambodia, Phnom Penh",< 2 years,Bachelor's Degree,21 - 30
ផ្នែកបើកបរ (ទៅតាមបណ្តាេខេត្ត),Dana Oil,Automotive / Vehicle,Negotiable,Full Time,Logistics/Supply Chain,Non-Executive,,,Battambang,"Battambang; Kampong Cham; Kandal; Phnom Penh; Prey Veng, Phnom Penh",No preference,Associate Degree,18 - 50
Sale Executive ( Lubricant),Dana Oil,Automotive / Vehicle,Negotiable,Full Time,Retail Sales/General,Non-Executive,,,Battambang,"Battambang; Kampong Cham; Kandal; Phnom Penh; Prey Veng, Phnom Penh",2-5 years,Bachelor's Degree,18 - 50
Recruitment Officer ($300),ODI ASIA,General Business,Negotiable,Full Time,Human Resource,Non-Executive,,,Phnom Penh,"No. 33-34, St. 114, Bayon Building, 4th Floor, Room: 406, Sangkat Monorom, Khan 7 Makara, 12251 Phnom Penh, Phnom Penh",No preference,Bachelor's Degree,18 - 50
